text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
Loving this collection. Cant wait till Season 2 is released. Should be any day now according to http://yeezy-season2.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I haven't been following this closely, but this seems to make sense to me. I'd be curious to know more about the arguments against it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I can't believe I didn't hear about her show until now! Paula's written material is great, but improv is where she really shines. Seeing her live is the BEST. But, how is a cat cafe ""weird"" to her, when she owns 15 cats? C'mon, Paula! That place was made for you. ＼(・ω・)/",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'd just ask how she intends to explain to minimum wage workers in rural Oregon that they are worth less than people in Portland? Just like Measure 91  Democratic supporters in rural Oregon have less reason every day to support these Democrats.  Voting Green this year.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Please tell me you will be printing posters of this.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Most of us don't yell at each other when we're face to face, even when we disagree, so why do we do it online in the comments section? I'm glad to see there's a commenting service that's addressing this issue!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congratulations to both WW and CC!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agreed! We're never going to get people to be 100% awesome to each other 100% of the time, but building tools like this will get us much closer to the level of not-awfulness we have in face-to-face society. Huzzah!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm not sure I see it the same way.  The minimum wage was designed to be a living wage; a living wage in Portland is substantially higher than it is in, say, John Day or even Bend.  

I think this could be characterized as understanding that businesses in rural Oregon shouldn't have to pay their employees enough to live in Portland when, in fact, they don't.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm doing the same thing! :),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Getting rid of a way to truncate long reply threads seems like it might cause other problems. For example, if folks are sorting the comments by what's most popular (which is a handy feature) and there isn't a way to truncate the replies, everyone who replies to the top-most comment has their post appear above everyone else who simply posts to the main thread. Something like this: 

1. I'm the most popular comment! 
     a. response
     b. response
     c. response
     d. response
     e. response
     f. response
     g. response
     h. response
     i. response
     J. response
2. I'm the second most popular comment.  
     a. response
     b. response
     c. response

Imagining a scenario where the most popular comment has 200 responses on it, this could be a real pain. 

Perhaps seeing the four most popular responses to each comment could be done? I'm not sure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congratulations on taking this step with Civil Comments. An engaged community of readers can greatly enhance your publication's value. 

I've enjoyed, for example, reading the letters to the editor in the print edition of the Times Literary Supplement. Reader comments added value to the stories and enhanced the original content, making them part of the publication's appeal. I think this tool will help foster a similar culture online.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The six-year phase-in seems about right.  It would avoid the dangers in a disruptively-steep inflation schedule, while preserving the ability of the legislature to intervene if unintended consequences occur, such as a major recession that threatens massive business failures.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Read this amazing book in the 1980s and used it for an undergraduate thesis on why we should all be eating less meat. If not for animals or your health, for the love of the land.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm extremely curious to see how this pans out. I'm a huge fan of moderated comment sections. Like others, though, I'm concerned about the effect ""peer reviews"" will have on thoughts that run contrary to the prevailing opinions.  (Rather like Yelp, where substantive reviews can get torpedoed by a useless review that is ""Funny"".) Still, I applaud the intent and hope that it works well for the paper and Civil.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Richard Ellmyer, check out Agent Bretzing's official bio at the Portland FBI page -- turns out he went to Brigham Young U, leading me to believe that he has things in common with the Bundy boys.

Also, for the first action taken against the terrorists at the scene we can thank the Backcountry Hunters and Anglers, who have a video at https://www.facebook.com/backcountryhabitat/videos/980875531985426/?theater    
showing their guys ripping down the BS militia sign and restoring the Wildlife Refuge sign.  They also have a petition to show support for keeping our public land publicly owned & managed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the incidents of disrespect shown to Native Americans. When and where did they occur. What was said or not said (body language) to the disrespected party?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What is the attitude from the police about these various Minorities? What are their experiences with these people?  If the Police have few positive encounters with natives, it may be that the Natives have treated them badly. When people assume that the guilt only goes one way, they are guaranteeing that the problem will never be solved.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
and 1983's Merry Christmas Mr. Lawrence.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm happy to learn more about your history.  I respect the work you mention above. If you do run for city council I'd love to read more information like what you've posted here. The shop has always been a highlight of Portland for me and you yourself have always been very kind and supportive of me and my work. Thank you for that. Best of luck with whatever you decide.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congratulations, Nigel! You're part of what makes Willamette Week such a great publication.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think this sounds really reasonable; the cost of living is much higher in Portland, so it seems to follow that Portland's minimum wage should be higher than elsewhere in the state. I understand the concern that this would undermine the 15 Now campaign, but it's a good compromise.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Do they burn/char their pizza like many of the trendy places in town?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I have some news for our Govenor, oregon does not stop at the cascades.  I live in Bend, and the cost of living here is just as much if not more than Portland.  To suggest that Portlander's deserve a higher minimum wage than the rest of the state is preposterous.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congratulations to Civil Comments (whose founder/architect Aja is a model of both civility and intellectual engagement) and to Willamette Week for being a trendsetter again in community journalism.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There is certainly nothing in our long and shared history that could possibly justify Native American distrust of government authorities!

Wait...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ell-oh-ell. I applaud the town of Burns for not giving those guys a place to spout their extreme and reality-challenged goals and opinions. And really, who's going to choose #Yallqaeda over the new Star Wars movie?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poverty doesn't make people more skilled in the arts.  Why should low income students have priority?  Also before other commenters jump the gun; I believe everyone should absolutely have access to free public education all the way through postgrad.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Locke also noted that the teacher has given the ungraded and popular assignment for 20 years, that being an art-focused school means da Vinci often has unconventional hands-on approaches to assignments, and that students still will be tested more traditionally on their geography lessons.""

Hear hear. The only teachers I remember from school, who taught me the most, were the ones willing to go out on a limb and do creative stuff like this. And that joke about the whole-wheat cruelty free ingredients totally got lost in translation. Kudos to the principal for allowing a sense of humor!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oh my god. Please make more of these.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Awesome. Well deserved!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ugh... we're a state for a reason. Don't start making special laws for special parts of the state, not big ones like this.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Low-income kids should have priority because they start out so extremely disadvantaged when compared even to lower-middle-class kids. Giving them priority in programs like this helps to raise some of them up to the starting point of other kids. For example, David Bowie and Alan Rickman, two amazing creative artists we lost this week, both benefited from government-funded arts educations that their parents otherwise would never have been able to afford! Because they were able to go to art school for free, though, they bettered their own lives. And the rest of the world benefitted from their work!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"And now I'm super hungry… for Africa? This is a weird and cool idea! The kids will spend a LOT of time thinking about what they could use for the various geographical features, and I bet they'll never forget it!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm wondering why the ""parent"" went directly to WW instead of emailing the teacher to ask for clarification on the project or to express concerns.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Me too!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars didn't come to Burns until the 15th???,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But the minorities don't have the power to put the police in jail/etc. Even if there's mistreatment on both sides, the police should make the first moves to fix it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
That's good to hear! Does anyone have links to the work he was honored for? Or was it just for general performance? I'd love to explore it.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there any indication that Bowie or Rickman got special consideration or were they talented already?  I don't think just allowing someone into an institution because they are socioeconomically disadvantaged is going to help anyone.  Maybe they should have their own institution specific to their own problems.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
